# l                Dl               -dDl             +dDl             
  1.11600000e+03  -7.47398869e+01   1.62719215e+01   1.62719215e+01
  1.11700000e+03  -6.75360246e+01   1.62818253e+01   1.62818253e+01
  1.11800000e+03  -5.00824311e+01   1.62916004e+01   1.62916004e+01
  1.11900000e+03  -5.79253691e+01   1.63012456e+01   1.63012456e+01
  1.12000000e+03  -2.70351820e+01   1.63107679e+01   1.63107679e+01
  1.12100000e+03  -3.41723417e+01   1.63201667e+01   1.63201667e+01
  1.12200000e+03  -5.30227714e+01   1.63294424e+01   1.63294424e+01
  1.12300000e+03  -4.08942503e+01   1.63385946e+01   1.63385946e+01
  1.12400000e+03  -5.21589636e+01   1.63476279e+01   1.63476279e+01
  1.12500000e+03  -5.66048041e+01   1.63565434e+01   1.63565434e+01
  1.12600000e+03  -4.06229841e+01   1.63653399e+01   1.63653399e+01
  1.12700000e+03  -6.00112058e+01   1.63740166e+01   1.63740166e+01
  1.12800000e+03  -3.57364628e+01   1.63825800e+01   1.63825800e+01
  1.12900000e+03  -6.41105172e+01   1.63911447e+01   1.63911447e+01
  1.13000000e+03  -4.98477422e+01   1.63996050e+01   1.63996050e+01
  1.13100000e+03  -2.80901427e+01   1.64079257e+01   1.64079257e+01
  1.13200000e+03  -3.74835983e+01   1.64161148e+01   1.64161148e+01
  1.13300000e+03  -3.35227540e+01   1.64241643e+01   1.64241643e+01
  1.13400000e+03  -3.95811519e+01   1.64320752e+01   1.64320752e+01
  1.13500000e+03  -5.42734811e+01   1.64398406e+01   1.64398406e+01
  1.13600000e+03  -7.35894707e+01   1.64474692e+01   1.64474692e+01
  1.13700000e+03  -5.08567496e+01   1.64549539e+01   1.64549539e+01
  1.13800000e+03  -4.71077103e+01   1.64622972e+01   1.64622972e+01
  1.13900000e+03  -3.88422009e+01   1.64694941e+01   1.64694941e+01
  1.14000000e+03  -3.65049952e+01   1.64765492e+01   1.64765492e+01
  1.14100000e+03  -4.53687105e+01   1.64834591e+01   1.64834591e+01
  1.14200000e+03  -4.43012930e+01   1.64902228e+01   1.64902228e+01
  1.14300000e+03  -3.78991652e+01   1.64968364e+01   1.64968364e+01
  1.14400000e+03  -2.67839865e+01   1.65033049e+01   1.65033049e+01
  1.14500000e+03  -1.07753534e+01   1.65096249e+01   1.65096249e+01
  1.14600000e+03  -1.20531278e+01   1.65157906e+01   1.65157906e+01
  1.14700000e+03  -2.73935299e+01   1.65217985e+01   1.65217985e+01
  1.14800000e+03  -4.90667400e+01   1.65276548e+01   1.65276548e+01
  1.14900000e+03  -3.13292287e+00   1.65333519e+01   1.65333519e+01
  1.15000000e+03  -7.40783295e+00   1.65388895e+01   1.65388895e+01
  1.15100000e+03  -3.96337964e+01   1.65442604e+01   1.65442604e+01
  1.15200000e+03  -3.68685027e+01   1.65494672e+01   1.65494672e+01
  1.15300000e+03  -3.55735764e+01   1.65545816e+01   1.65545816e+01
  1.15400000e+03  -2.69188031e+01   1.65595955e+01   1.65595955e+01
  1.15500000e+03  -5.86100216e+00   1.65644450e+01   1.65644450e+01
  1.15600000e+03   4.55767487e+00   1.65691352e+01   1.65691352e+01
  1.15700000e+03  -3.91410556e+01   1.65736614e+01   1.65736614e+01
  1.15800000e+03  -1.80782745e+01   1.65780200e+01   1.65780200e+01
  1.15900000e+03   3.16526486e+00   1.65822088e+01   1.65822088e+01
  1.16000000e+03  -9.37633792e+00   1.65862306e+01   1.65862306e+01
  1.16100000e+03  -1.42292279e+01   1.65900815e+01   1.65900815e+01
  1.16200000e+03  -1.45130023e+01   1.65937555e+01   1.65937555e+01
  1.16300000e+03  -2.95269912e+01   1.65972500e+01   1.65972500e+01
  1.16400000e+03  -2.28604007e+01   1.66005689e+01   1.66005689e+01
  1.16500000e+03  -1.30210524e+01   1.66037063e+01   1.66037063e+01
  1.16600000e+03   5.98453908e+00   1.66066563e+01   1.66066563e+01
  1.16700000e+03  -2.22093467e+01   1.66094240e+01   1.66094240e+01
  1.16800000e+03  -3.73097218e+01   1.66120035e+01   1.66120035e+01
  1.16900000e+03  -3.20410058e+01   1.66143915e+01   1.66143915e+01
  1.17000000e+03  -2.67393517e+01   1.66165842e+01   1.66165842e+01
  1.17100000e+03  -1.39834726e+01   1.66185866e+01   1.66185866e+01
  1.17200000e+03  -2.23253828e+01   1.66203956e+01   1.66203956e+01
  1.17300000e+03  -7.94188214e+00   1.66220090e+01   1.66220090e+01
  1.17400000e+03  -1.87384210e+01   1.66234230e+01   1.66234230e+01
  1.17500000e+03  -1.05203518e+00   1.66246424e+01   1.66246424e+01
  1.17600000e+03  -1.62343037e+01   1.66256663e+01   1.66256663e+01
  1.17700000e+03  -1.00723044e+01   1.66264918e+01   1.66264918e+01
  1.17800000e+03  -3.48449232e+01   1.66271117e+01   1.66271117e+01
  1.17900000e+03   2.65016979e+00   1.66275361e+01   1.66275361e+01
  1.18000000e+03  -1.87060663e+01   1.66277576e+01   1.66277576e+01
  1.18100000e+03   1.29084083e+01   1.66277758e+01   1.66277758e+01
  1.18200000e+03  -1.97002970e+01   1.66275953e+01   1.66275953e+01
  1.18300000e+03   1.02996097e+01   1.66272112e+01   1.66272112e+01
  1.18400000e+03  -2.89467667e+00   1.66266249e+01   1.66266249e+01
  1.18500000e+03   6.14649003e+00   1.66258318e+01   1.66258318e+01
  1.18600000e+03  -1.65519469e+01   1.66248391e+01   1.66248391e+01
  1.18700000e+03   6.85663785e+00   1.66236449e+01   1.66236449e+01
  1.18800000e+03  -3.08179166e+01   1.66222434e+01   1.66222434e+01
  1.18900000e+03  -1.53923224e+01   1.66206443e+01   1.66206443e+01
  1.19000000e+03   7.11668964e+00   1.66188437e+01   1.66188437e+01
  1.19100000e+03  -5.29240801e+00   1.66168424e+01   1.66168424e+01
  1.19200000e+03   1.95705066e+01   1.66146417e+01   1.66146417e+01
  1.19300000e+03  -1.97621529e+00   1.66122466e+01   1.66122466e+01
  1.19400000e+03  -1.52349885e+01   1.66096535e+01   1.66096535e+01
  1.19500000e+03   2.13105329e+01   1.66068661e+01   1.66068661e+01
  1.19600000e+03  -2.99737812e+01   1.66038816e+01   1.66038816e+01
  1.19700000e+03  -5.74323892e-01   1.66007090e+01   1.66007090e+01
  1.19800000e+03   2.78406661e+01   1.65973747e+01   1.65973747e+01
  1.19900000e+03   1.54717919e+01   1.65938292e+01   1.65938292e+01
  1.20000000e+03  -6.53215721e+00   1.65901065e+01   1.65901065e+01
  1.20100000e+03   2.69614551e+00   1.65862007e+01   1.65862007e+01
  1.20200000e+03   2.27207722e+00   1.65821159e+01   1.65821159e+01
  1.20300000e+03  -9.08523280e+00   1.65778533e+01   1.65778533e+01
  1.20400000e+03  -1.86127879e+01   1.65734207e+01   1.65734207e+01
  1.20500000e+03  -5.96416017e+00   1.65688202e+01   1.65688202e+01
  1.20600000e+03  -2.42102138e+00   1.65640507e+01   1.65640507e+01
  1.20700000e+03   1.81629814e+01   1.65591246e+01   1.65591246e+01
  1.20800000e+03   5.61940010e+00   1.65540426e+01   1.65540426e+01
  1.20900000e+03  -2.72149747e+01   1.65488054e+01   1.65488054e+01
  1.21000000e+03   3.67096792e+00   1.65434213e+01   1.65434213e+01
  1.21100000e+03   9.95583791e+00   1.65378947e+01   1.65378947e+01
  1.21200000e+03   2.24632288e+01   1.65322316e+01   1.65322316e+01
  1.21300000e+03   3.37264103e+01   1.65264299e+01   1.65264299e+01
  1.21400000e+03  -8.49366057e-02   1.65205073e+01   1.65205073e+01
  1.21500000e+03  -9.06200200e+00   1.65144632e+01   1.65144632e+01
  1.21600000e+03   2.56368824e+01   1.65083035e+01   1.65083035e+01
  1.21700000e+03   3.48099327e+01   1.65020373e+01   1.65020373e+01
  1.21800000e+03   1.07294691e+00   1.64956697e+01   1.64956697e+01
  1.21900000e+03   3.61876746e+00   1.64892080e+01   1.64892080e+01
  1.22000000e+03   1.35685786e+01   1.64826566e+01   1.64826566e+01
  1.22100000e+03  -1.07869196e+01   1.64760267e+01   1.64760267e+01
  1.22200000e+03  -4.70242222e+00   1.64693240e+01   1.64693240e+01
  1.22300000e+03   2.75296760e+01   1.64625520e+01   1.64625520e+01
  1.22400000e+03   1.15006231e+01   1.64557268e+01   1.64557268e+01
  1.22500000e+03  -1.68812799e+01   1.64488497e+01   1.64488497e+01
  1.22600000e+03   1.75770842e+01   1.64419253e+01   1.64419253e+01
  1.22700000e+03  -1.57535173e+01   1.64349710e+01   1.64349710e+01
  1.22800000e+03   9.38974970e+00   1.64279924e+01   1.64279924e+01
  1.22900000e+03  -5.10072012e+00   1.64209920e+01   1.64209920e+01
  1.23000000e+03   6.25278750e-01   1.64139886e+01   1.64139886e+01
  1.23100000e+03   6.74825116e-01   1.64069862e+01   1.64069862e+01
  1.23200000e+03   1.24904642e+01   1.63999981e+01   1.63999981e+01
  1.23300000e+03   5.29750125e+00   1.63930250e+01   1.63930250e+01
  1.23400000e+03   3.95489374e+00   1.63860898e+01   1.63860898e+01
  1.23500000e+03  -1.34342813e+01   1.63791948e+01   1.63791948e+01
  1.23600000e+03   8.89882291e-01   1.63723501e+01   1.63723501e+01
  1.23700000e+03  -3.90789953e+00   1.63655721e+01   1.63655721e+01
  1.23800000e+03  -1.16305710e+01   1.63588665e+01   1.63588665e+01
  1.23900000e+03   1.66208515e+01   1.63522395e+01   1.63522395e+01
  1.24000000e+03   4.28968822e+00   1.63457084e+01   1.63457084e+01
  1.24100000e+03  -4.53605598e+00   1.63392781e+01   1.63392781e+01
  1.24200000e+03  -9.76666274e+00   1.63329528e+01   1.63329528e+01
  1.24300000e+03   8.97907532e+00   1.63267510e+01   1.63267510e+01
  1.24400000e+03   6.72001076e-01   1.63206792e+01   1.63206792e+01
  1.24500000e+03  -1.76872731e+00   1.63147498e+01   1.63147498e+01
  1.24600000e+03   1.51201968e+01   1.63089650e+01   1.63089650e+01
  1.24700000e+03  -3.79541728e+00   1.63033469e+01   1.63033469e+01
  1.24800000e+03   8.94939222e+00   1.62978986e+01   1.62978986e+01
  1.24900000e+03   5.63980392e+00   1.62926310e+01   1.62926310e+01
  1.25000000e+03   1.68369090e+01   1.62875597e+01   1.62875597e+01
  1.25100000e+03   8.30800009e+00   1.62826920e+01   1.62826920e+01
  1.25200000e+03  -1.28750033e+01   1.62780383e+01   1.62780383e+01
  1.25300000e+03  -4.07334734e+00   1.62736142e+01   1.62736142e+01
  1.25400000e+03  -1.33271808e+01   1.62694286e+01   1.62694286e+01
  1.25500000e+03  -2.85962801e+01   1.62654863e+01   1.62654863e+01
  1.25600000e+03   1.29729247e+01   1.62618049e+01   1.62618049e+01
  1.25700000e+03  -6.46520732e+00   1.62583917e+01   1.62583917e+01
  1.25800000e+03   5.07203347e-01   1.62552442e+01   1.62552442e+01
  1.25900000e+03   4.98643575e+00   1.62523818e+01   1.62523818e+01
  1.26000000e+03   2.37093159e+00   1.62498129e+01   1.62498129e+01
  1.26100000e+03  -2.26084264e+01   1.62475418e+01   1.62475418e+01
  1.26200000e+03  -1.29102878e+01   1.62455813e+01   1.62455813e+01
  1.26300000e+03  -6.28877502e-01   1.62439423e+01   1.62439423e+01
  1.26400000e+03   1.68814947e+00   1.62426264e+01   1.62426264e+01
  1.26500000e+03  -1.24812811e+01   1.62416495e+01   1.62416495e+01
  1.26600000e+03  -3.37861106e+00   1.62410203e+01   1.62410203e+01
  1.26700000e+03  -2.46436977e+01   1.62407456e+01   1.62407456e+01
  1.26800000e+03  -1.38923136e+01   1.62408311e+01   1.62408311e+01
  1.26900000e+03  -6.92987633e+00   1.62412929e+01   1.62412929e+01
  1.27000000e+03  -6.88637094e+00   1.62421375e+01   1.62421375e+01
  1.27100000e+03  -1.58155410e+00   1.62433683e+01   1.62433683e+01
  1.27200000e+03  -1.37421813e+01   1.62450012e+01   1.62450012e+01
  1.27300000e+03  -3.65251496e+01   1.62470391e+01   1.62470391e+01
  1.27400000e+03  -1.51214199e+01   1.62494780e+01   1.62494780e+01
  1.27500000e+03   2.49718447e+01   1.62523342e+01   1.62523342e+01
  1.27600000e+03  -1.75686692e+01   1.62556120e+01   1.62556120e+01
  1.27700000e+03   2.83059640e+00   1.62593093e+01   1.62593093e+01
  1.27800000e+03   7.58713429e+00   1.62634416e+01   1.62634416e+01
  1.27900000e+03  -8.98457804e+00   1.62680090e+01   1.62680090e+01
  1.28000000e+03  -3.67361532e+01   1.62730106e+01   1.62730106e+01
  1.28100000e+03  -2.27843314e+01   1.62784631e+01   1.62784631e+01
  1.28200000e+03  -2.55069765e+01   1.62843677e+01   1.62843677e+01
  1.28300000e+03  -1.21738110e+01   1.62907217e+01   1.62907217e+01
  1.28400000e+03  -3.00472719e+01   1.62975396e+01   1.62975396e+01
  1.28500000e+03  -1.72176116e+01   1.63048221e+01   1.63048221e+01
  1.28600000e+03  -2.71159824e+01   1.63125683e+01   1.63125683e+01
  1.28700000e+03  -4.90950092e+01   1.63207940e+01   1.63207940e+01
  1.28800000e+03  -1.07366344e+01   1.63294970e+01   1.63294970e+01
  1.28900000e+03  -2.85571603e+01   1.63386757e+01   1.63386757e+01
  1.29000000e+03  -4.00560907e+01   1.63483346e+01   1.63483346e+01
  1.29100000e+03  -1.69726499e+01   1.63584732e+01   1.63584732e+01
  1.29200000e+03  -3.16553744e+01   1.63690895e+01   1.63690895e+01
  1.29300000e+03  -3.02211952e+01   1.63801888e+01   1.63801888e+01
  1.29400000e+03  -2.79060392e+01   1.63917695e+01   1.63917695e+01
  1.29500000e+03  -2.28821955e+01   1.64038259e+01   1.64038259e+01
  1.29600000e+03  -4.23193021e+01   1.64163654e+01   1.64163654e+01
  1.29700000e+03  -5.43941339e+01   1.64293864e+01   1.64293864e+01
  1.29800000e+03  -3.20918721e+01   1.64428821e+01   1.64428821e+01
  1.29900000e+03  -3.96892148e+01   1.64568606e+01   1.64568606e+01
  1.30000000e+03  -7.33272768e+00   1.64713120e+01   1.64713120e+01
  1.30100000e+03  -2.06428370e+01   1.64862449e+01   1.64862449e+01
  1.30200000e+03  -4.95586785e+01   1.65016550e+01   1.65016550e+01
  1.30300000e+03  -2.96561538e+01   1.65175337e+01   1.65175337e+01
  1.30400000e+03  -2.02006611e+01   1.65338926e+01   1.65338926e+01
  1.30500000e+03  -2.87865001e+01   1.65507267e+01   1.65507267e+01
  1.30600000e+03  -2.63706870e+01   1.65680189e+01   1.65680189e+01
  1.30700000e+03  -2.97424296e+01   1.65857800e+01   1.65857800e+01
  1.30800000e+03  -3.37506839e+01   1.66040029e+01   1.66040029e+01
  1.30900000e+03  -5.03662944e+01   1.66226723e+01   1.66226723e+01
  1.31000000e+03  -2.71094253e+01   1.66417987e+01   1.66417987e+01
  1.31100000e+03  -3.19811290e+01   1.66613699e+01   1.66613699e+01
  1.31200000e+03  -9.31296017e+01   1.66813757e+01   1.66813757e+01
  1.31300000e+03  -7.81306504e+01   1.67018221e+01   1.67018221e+01
  1.31400000e+03  -4.30404604e+01   1.67226983e+01   1.67226983e+01
  1.31500000e+03  -4.54058914e+01   1.67439955e+01   1.67439955e+01
  1.31600000e+03  -3.18806176e+01   1.67657159e+01   1.67657159e+01
  1.31700000e+03  -2.01120247e+01   1.67878512e+01   1.67878512e+01
  1.31800000e+03  -6.00472521e+01   1.68103897e+01   1.68103897e+01
  1.31900000e+03  -6.89167102e+01   1.68333358e+01   1.68333358e+01
  1.32000000e+03  -3.32118789e+01   1.68566770e+01   1.68566770e+01
  1.32100000e+03  -1.89463314e+01   1.68804144e+01   1.68804144e+01
  1.32200000e+03  -5.92046217e+01   1.69045373e+01   1.69045373e+01
  1.32300000e+03  -7.20255932e+01   1.69290319e+01   1.69290319e+01
  1.32400000e+03  -7.50098572e+01   1.69539014e+01   1.69539014e+01
  1.32500000e+03  -2.40467832e+01   1.69791309e+01   1.69791309e+01
  1.32600000e+03  -5.59854919e+01   1.70047133e+01   1.70047133e+01
  1.32700000e+03  -4.63451145e+01   1.70306435e+01   1.70306435e+01
  1.32800000e+03  -6.06350931e+01   1.70569166e+01   1.70569166e+01
  1.32900000e+03  -5.89023918e+01   1.70835146e+01   1.70835146e+01
  1.33000000e+03  -5.22768947e+01   1.71104366e+01   1.71104366e+01
  1.33100000e+03  -6.89347108e+01   1.71376776e+01   1.71376776e+01
  1.33200000e+03  -3.23709400e+01   1.71652204e+01   1.71652204e+01
  1.33300000e+03  -6.85989659e+01   1.71930607e+01   1.71930607e+01
  1.33400000e+03  -4.43269948e+01   1.72211965e+01   1.72211965e+01
  1.33500000e+03  -5.40192913e+01   1.72496082e+01   1.72496082e+01
  1.33600000e+03  -7.23459884e+01   1.72782950e+01   1.72782950e+01
  1.33700000e+03  -4.44462300e+01   1.73072483e+01   1.73072483e+01
  1.33800000e+03  -6.74410513e+00   1.73364610e+01   1.73364610e+01
  1.33900000e+03  -4.11423558e+01   1.73659168e+01   1.73659168e+01
  1.34000000e+03  -6.60160008e+01   1.73956157e+01   1.73956157e+01
  1.34100000e+03  -6.00996911e+01   1.74255470e+01   1.74255470e+01
  1.34200000e+03  -6.03394392e+01   1.74556975e+01   1.74556975e+01
  1.34300000e+03  -5.93458153e+01   1.74860598e+01   1.74860598e+01
  1.34400000e+03  -1.92994909e+01   1.75166276e+01   1.75166276e+01
  1.34500000e+03  -6.46870712e+01   1.75473923e+01   1.75473923e+01
  1.34600000e+03  -6.33712748e+01   1.75783423e+01   1.75783423e+01
  1.34700000e+03  -3.65214965e+01   1.76094653e+01   1.76094653e+01
  1.34800000e+03  -6.54206633e+01   1.76407651e+01   1.76407651e+01
  1.34900000e+03  -6.29857675e+01   1.76722202e+01   1.76722202e+01
  1.35000000e+03  -8.39919090e+01   1.77038265e+01   1.77038265e+01
  1.35100000e+03  -6.42059283e+01   1.77355733e+01   1.77355733e+01
  1.35200000e+03  -7.50856943e+01   1.77674613e+01   1.77674613e+01
  1.35300000e+03  -8.39964551e+01   1.77994704e+01   1.77994704e+01
  1.35400000e+03  -6.12483164e+01   1.78315934e+01   1.78315934e+01
  1.35500000e+03  -6.50500035e+01   1.78638237e+01   1.78638237e+01
  1.35600000e+03  -2.41201641e+01   1.78961572e+01   1.78961572e+01
  1.35700000e+03  -8.93650783e+01   1.79285771e+01   1.79285771e+01
  1.35800000e+03  -7.86804026e+01   1.79610811e+01   1.79610811e+01
  1.35900000e+03  -4.82585444e+01   1.79936619e+01   1.79936619e+01
  1.36000000e+03  -5.98563174e+01   1.80263039e+01   1.80263039e+01
  1.36100000e+03  -9.38607341e+01   1.80590074e+01   1.80590074e+01
  1.36200000e+03  -4.84961312e+01   1.80917578e+01   1.80917578e+01
  1.36300000e+03  -7.79972838e+01   1.81245575e+01   1.81245575e+01
  1.36400000e+03  -5.01275785e+01   1.81573875e+01   1.81573875e+01
  1.36500000e+03  -7.03468238e+01   1.81902413e+01   1.81902413e+01
  1.36600000e+03  -4.50424620e+01   1.82231147e+01   1.82231147e+01
  1.36700000e+03  -6.71770573e+01   1.82560030e+01   1.82560030e+01
  1.36800000e+03  -4.78458316e+01   1.82888905e+01   1.82888905e+01
  1.36900000e+03  -2.34021907e+01   1.83217752e+01   1.83217752e+01
  1.37000000e+03  -6.31926347e+01   1.83546485e+01   1.83546485e+01
  1.37100000e+03  -6.47587786e+01   1.83874982e+01   1.83874982e+01
  1.37200000e+03  -5.55103042e+01   1.84203187e+01   1.84203187e+01
  1.37300000e+03  -5.86722266e+01   1.84531027e+01   1.84531027e+01
  1.37400000e+03  -8.93966588e+01   1.84858488e+01   1.84858488e+01
  1.37500000e+03  -7.51275345e+01   1.85185452e+01   1.85185452e+01
  1.37600000e+03  -2.14272514e+01   1.85511826e+01   1.85511826e+01
  1.37700000e+03  -5.74983199e+01   1.85837595e+01   1.85837595e+01
  1.37800000e+03  -5.44204263e+01   1.86162724e+01   1.86162724e+01
  1.37900000e+03  -9.03162317e+01   1.86487093e+01   1.86487093e+01
  1.38000000e+03  -5.52168460e+01   1.86810641e+01   1.86810641e+01
  1.38100000e+03  -2.00456569e+01   1.87133385e+01   1.87133385e+01
  1.38200000e+03  -4.98172182e+01   1.87455139e+01   1.87455139e+01
  1.38300000e+03  -7.41255065e+01   1.87775922e+01   1.87775922e+01
  1.38400000e+03  -2.32423132e+01   1.88095648e+01   1.88095648e+01
  1.38500000e+03  -9.31184920e-01   1.88414331e+01   1.88414331e+01
  1.38600000e+03  -6.14301281e+01   1.88731784e+01   1.88731784e+01
  1.38700000e+03  -9.51764687e+01   1.89047961e+01   1.89047961e+01
  1.38800000e+03  -6.34389939e+01   1.89362866e+01   1.89362866e+01
  1.38900000e+03  -2.32025357e+01   1.89676434e+01   1.89676434e+01
  1.39000000e+03  -8.63605177e+01   1.89988546e+01   1.89988546e+01
  1.39100000e+03  -5.82488095e+01   1.90299186e+01   1.90299186e+01
  1.39200000e+03  -8.06448592e+01   1.90608299e+01   1.90608299e+01
  1.39300000e+03  -7.11353012e+01   1.90915901e+01   1.90915901e+01
  1.39400000e+03  -6.14360384e+01   1.91221872e+01   1.91221872e+01
  1.39500000e+03  -6.08279697e+01   1.91526192e+01   1.91526192e+01
  1.39600000e+03  -7.56528983e+01   1.91828824e+01   1.91828824e+01
  1.39700000e+03  -4.14921780e+01   1.92129749e+01   1.92129749e+01
  1.39800000e+03  -5.17722136e+01   1.92428893e+01   1.92428893e+01
  1.39900000e+03  -1.03956707e+02   1.92726185e+01   1.92726185e+01
  1.40000000e+03  -4.40561153e+01   1.93021637e+01   1.93021637e+01
  1.40100000e+03  -5.79211175e+01   1.93315236e+01   1.93315236e+01
  1.40200000e+03  -6.38068926e+01   1.93606793e+01   1.93606793e+01
  1.40300000e+03  -5.62883211e+01   1.93896364e+01   1.93896364e+01
  1.40400000e+03  -5.78206863e+01   1.94183854e+01   1.94183854e+01
  1.40500000e+03  -6.71159904e+01   1.94469316e+01   1.94469316e+01
  1.40600000e+03  -7.70064337e+01   1.94752568e+01   1.94752568e+01
  1.40700000e+03  -8.07643635e+01   1.95033634e+01   1.95033634e+01
  1.40800000e+03  -4.75043195e+01   1.95312484e+01   1.95312484e+01
  1.40900000e+03  -7.04556480e+00   1.95589136e+01   1.95589136e+01
  1.41000000e+03  -5.35328580e+01   1.95863443e+01   1.95863443e+01
  1.41100000e+03  -6.61440685e+01   1.96135483e+01   1.96135483e+01
  1.41200000e+03  -7.66584836e+01   1.96405191e+01   1.96405191e+01
  1.41300000e+03  -1.52790580e+01   1.96672602e+01   1.96672602e+01
  1.41400000e+03  -9.02592131e+01   1.96937577e+01   1.96937577e+01
  1.41500000e+03  -4.43077466e+01   1.97200154e+01   1.97200154e+01
  1.41600000e+03  -4.56732854e+01   1.97460315e+01   1.97460315e+01
  1.41700000e+03  -5.73376259e+01   1.97718062e+01   1.97718062e+01
  1.41800000e+03  -2.17796171e+01   1.97973256e+01   1.97973256e+01
  1.41900000e+03  -4.29372675e+01   1.98225938e+01   1.98225938e+01
  1.42000000e+03  -7.16558496e+01   1.98476044e+01   1.98476044e+01
  1.42100000e+03  -3.36287706e+01   1.98723597e+01   1.98723597e+01
  1.42200000e+03  -6.65153436e+01   1.98968504e+01   1.98968504e+01
  1.42300000e+03  -4.37789824e+01   1.99210728e+01   1.99210728e+01
  1.42400000e+03  -4.91448910e+01   1.99451168e+01   1.99451168e+01
  1.42500000e+03  -6.19588171e+01   1.99689107e+01   1.99689107e+01
  1.42600000e+03  -4.69022039e+01   1.99924252e+01   1.99924252e+01
  1.42700000e+03  -3.94714846e+01   2.00156693e+01   2.00156693e+01
  1.42800000e+03  -4.00346668e+01   2.00386388e+01   2.00386388e+01
  1.42900000e+03  -8.20664097e+00   2.00613335e+01   2.00613335e+01
  1.43000000e+03  -4.77921871e+01   2.00837497e+01   2.00837497e+01
  1.43100000e+03  -8.97214832e+00   2.01058874e+01   2.01058874e+01
  1.43200000e+03  -3.56289304e+01   2.01277444e+01   2.01277444e+01
  1.43300000e+03  -5.32006762e+01   2.01493281e+01   2.01493281e+01
  1.43400000e+03  -2.34192520e+01   2.01706220e+01   2.01706220e+01
  1.43500000e+03  -3.13560182e+01   2.01916311e+01   2.01916311e+01
  1.43600000e+03  -2.12221169e+01   2.02123529e+01   2.02123529e+01
  1.43700000e+03  -4.46622989e+01   2.02327909e+01   2.02327909e+01
  1.43800000e+03  -4.20068147e+01   2.02529345e+01   2.02529345e+01
  1.43900000e+03  -4.39248840e+01   2.02727857e+01   2.02727857e+01
  1.44000000e+03  -6.61624400e+01   2.02923429e+01   2.02923429e+01
  1.44100000e+03  -4.76456983e+01   2.03116069e+01   2.03116069e+01
  1.44200000e+03  -1.83186096e+01   2.03305758e+01   2.03305758e+01
  1.44300000e+03  -3.69692854e+01   2.03492440e+01   2.03492440e+01
  1.44400000e+03  -4.25913886e+01   2.03676152e+01   2.03676152e+01
  1.44500000e+03  -3.88842720e+01   2.03856945e+01   2.03856945e+01
  1.44600000e+03  -5.41241846e+01   2.04034795e+01   2.04034795e+01
  1.44700000e+03  -3.95173324e+00   2.04209630e+01   2.04209630e+01
  1.44800000e+03  -4.62249516e+01   2.04381562e+01   2.04381562e+01
  1.44900000e+03  -5.18458026e+01   2.04550504e+01   2.04550504e+01
  1.45000000e+03  -4.16025086e+01   2.04716533e+01   2.04716533e+01
  1.45100000e+03  -7.30745938e+00   2.04879547e+01   2.04879547e+01
  1.45200000e+03  -4.20376378e+01   2.05039554e+01   2.05039554e+01
  1.45300000e+03  -4.14407984e+00   2.05196623e+01   2.05196623e+01
  1.45400000e+03  -9.60266489e+00   2.05350744e+01   2.05350744e+01
  1.45500000e+03  -2.78718859e+01   2.05501800e+01   2.05501800e+01
  1.45600000e+03  -3.23056250e+01   2.05649897e+01   2.05649897e+01
  1.45700000e+03  -1.00547897e+01   2.05794993e+01   2.05794993e+01
  1.45800000e+03  -6.02989001e+01   2.05937095e+01   2.05937095e+01
  1.45900000e+03  -1.41285014e+01   2.06076239e+01   2.06076239e+01
  1.46000000e+03  -6.95657339e+00   2.06212362e+01   2.06212362e+01
  1.46100000e+03  -5.88042632e+01   2.06345524e+01   2.06345524e+01
  1.46200000e+03  -5.55628619e+01   2.06475755e+01   2.06475755e+01
  1.46300000e+03  -1.28570137e+01   2.06603065e+01   2.06603065e+01
  1.46400000e+03  -7.75461086e+00   2.06727468e+01   2.06727468e+01
  1.46500000e+03  -3.84310974e+00   2.06848990e+01   2.06848990e+01
  1.46600000e+03  -2.38659800e+01   2.06967561e+01   2.06967561e+01
  1.46700000e+03  -1.40388023e+01   2.07083266e+01   2.07083266e+01
  1.46800000e+03   4.74305682e+00   2.07196148e+01   2.07196148e+01
  1.46900000e+03  -2.34659411e-01   2.07306177e+01   2.07306177e+01
  1.47000000e+03  -5.55644467e+01   2.07413324e+01   2.07413324e+01
  1.47100000e+03  -1.18476831e+01   2.07517688e+01   2.07517688e+01
  1.47200000e+03   1.24508489e+01   2.07619238e+01   2.07619238e+01
  1.47300000e+03  -9.75180310e+00   2.07717993e+01   2.07717993e+01
  1.47400000e+03   7.90417881e+00   2.07813918e+01   2.07813918e+01
  1.47500000e+03  -9.61703074e+00   2.07907124e+01   2.07907124e+01
  1.47600000e+03  -2.28471827e+01   2.07997580e+01   2.07997580e+01
  1.47700000e+03   4.53179377e+01   2.08085319e+01   2.08085319e+01
  1.47800000e+03   8.25298549e-01   2.08170365e+01   2.08170365e+01
  1.47900000e+03  -5.33411364e+01   2.08252759e+01   2.08252759e+01
  1.48000000e+03   2.36932406e+01   2.08332555e+01   2.08332555e+01
  1.48100000e+03   4.91413366e+01   2.08409787e+01   2.08409787e+01
  1.48200000e+03   1.05965579e+01   2.08484381e+01   2.08484381e+01
  1.48300000e+03  -2.10462535e+01   2.08556407e+01   2.08556407e+01
  1.48400000e+03   9.06781247e+00   2.08625988e+01   2.08625988e+01
